surgery,age,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,rectal_exam_feces,abdomen,abdomo_appearance,surgical_lesion,abdomo_protein,lesion_1,packed_cell_volume,total_protein,nasogastric_reflux_ph,rectal_temp,pulse,respiratory_rate,outcome
no,adult,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,more_1_liter,decreased,firm,cloudy,no,1.6,3111,32,6,5,38.3,52,12,lived
no,adult,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,less_1_liter,None,None,clear,yes,2,2113,50,13,2,39.5,108,51,lived
yes,adult,normal,normal,normal_pink,less_3_sec,alert,normal,none,slight,more_1_liter,increased,distend_small,cloudy,yes,2,7209,41,70,4,37.8,48,12,lived
no,adult,cool,reduced,normal_pink,less_3_sec,alert,absent,slight,slight,more_1_liter,None,other,cloudy,no,2.8,3111,42,7.4,5.5,37.6,48,18,lived
yes,adult,normal,reduced,pale_pink,less_3_sec,severe_pain,absent,none,slight,more_1_liter,increased,None,clear,yes,3.7,5400,48,6.6,5.7,37.8,52,24,died
no,adult,normal,normal,normal_pink,less_3_sec,alert,hypermotile,slight,slight,none,normal,other,clear,no,5,0,49,8,5,37.4,48,12,lived
no,adult,warm,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,none,none,absent,distend_large,serosanguious,no,6,4124,50,7.9,7,39.3,114,36,died
yes,adult,normal,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,None,more_1_liter,decreased,other,clear,yes,3.6,4205,45,6.4,6,38.6,48,24,died
no,adult,None,None,None,less_3_sec,None,None,None,None,more_1_liter,None,distend_large,None,yes,1,2208,31,75,1,38.1,40,16,euthanized
yes,adult,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,slight,more_1_liter,absent,distend_small,serosanguious,yes,4.5,5400,52,7.5,5,37.8,96,24,died
yes,adult,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,severe,None,less_1_liter,absent,None,serosanguious,yes,2,0,50,77,2,38.5,60,10,lived
yes,adult,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,none,more_1_liter,normal,None,None,no,2,5111,48,74,2,37.5,48,30,lived
no,adult,cool,reduced,pale_pink,more_3_sec,depressed,absent,moderate,slight,more_1_liter,None,distend_small,serosanguious,yes,2,2208,55,8.1,2,38.1,124,40,euthanized
yes,adult,cold,normal,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,decreased,distend_large,cloudy,yes,2,2209,45,7,4.5,36.6,82,36,lived
no,adult,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,normal,firm,cloudy,no,2.3,5000,40,7.5,7,38,56,40,lived
no,adult,cool,normal,normal_pink,more_3_sec,depressed,hypomotile,slight,slight,none,decreased,distend_small,serosanguious,yes,4.5,2205,55,8.1,7,37.8,114,36,lived
yes,adult,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,decreased,distend_small,serosanguious,yes,4.3,2208,31.5,6.1,4,37.7,66,12,lived
yes,adult,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,severe,significant,more_1_liter,None,None,cloudy,no,2,3111,52,75,2,38,36,24,euthanized
yes,adult,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,slight,none,normal,distend_large,serosanguious,yes,4.5,3205,57,8.1,7,36.5,114,36,died
no,young,cool,reduced,pale_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,less_1_liter,normal,None,cloudy,yes,2.5,2300,48,7.5,6.5,37.4,84,30,died
yes,adult,cold,absent,dark_cyanotic,less_3_sec,depressed,absent,none,none,less_1_liter,None,distend_small,serosanguious,yes,2,2205,68,13,2,39.3,100,51,euthanized
yes,adult,normal,normal,normal_pink,less_3_sec,depressed,hypermotile,slight,slight,none,normal,distend_large,cloudy,yes,1.3,2205,45,5.9,7,38,40,26,lived
yes,adult,cool,reduced,pale_cyanotic,less_3_sec,None,absent,severe,none,more_1_liter,decreased,distend_large,serosanguious,yes,2,2205,52,75,2,36.7,100,24,euthanized
yes,adult,normal,normal,None,less_3_sec,mild_pain,None,none,none,more_1_liter,None,None,cloudy,yes,2,2209,41,68,5.5,39.2,48,28,lived
yes,adult,normal,normal,pale_pink,less_3_sec,alert,hypermotile,none,none,more_1_liter,normal,None,clear,yes,2.6,5206,48,6.1,4.5,38.3,88,28,died
yes,adult,normal,reduced,pale_pink,less_3_sec,severe_pain,absent,slight,slight,none,None,None,cloudy,yes,3.6,3133,43,3.7,3,38,66,16,lived
no,adult,cool,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,none,more_1_liter,absent,distend_large,clear,yes,10.1,4205,73,8.2,7,38.8,86,16,died
no,adult,cold,reduced,pale_pink,more_3_sec,depressed,absent,moderate,none,more_1_liter,None,distend_large,serosanguious,yes,1,5205,51,6,1,38.3,112,16,euthanized
yes,young,cool,normal,bright_red,more_3_sec,depressed,absent,moderate,significant,none,decreased,distend_large,clear,yes,2.6,7111,43,6,3,37.5,84,40,lived
yes,adult,cold,reduced,pale_cyanotic,more_3_sec,severe_pain,hypomotile,moderate,slight,none,increased,distend_large,serosanguious,yes,3.4,3205,57,6.3,5,39.2,128,36,died
no,adult,cool,normal,bright_red,less_3_sec,mild_pain,hypomotile,slight,slight,none,absent,distend_large,clear,no,2.5,2113,44,7.5,7,39,56,40,lived
yes,adult,cool,normal,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,slight,more_1_liter,absent,distend_large,None,yes,2,3205,55,82,2,36.9,96,28,died
no,adult,warm,normal,pale_pink,less_3_sec,mild_pain,hypermotile,moderate,slight,less_1_liter,decreased,None,cloudy,yes,3.2,5400,37,6.6,7,38.6,88,28,lived
no,adult,normal,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,absent,distend_small,cloudy,yes,2.3,2208,48,6.8,3.5,37.1,66,8,died
no,adult,cool,reduced,pale_pink,less_3_sec,depressed,absent,moderate,slight,more_1_liter,None,distend_large,cloudy,no,2,1400,33,51,2,38.2,40,12,euthanized
no,adult,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,absent,distend_small,clear,yes,2.6,2209,37,6.5,5,37.8,48,30,lived
yes,adult,cool,reduced,bright_red,more_3_sec,mild_pain,hypomotile,moderate,significant,less_1_liter,absent,distend_small,serosanguious,yes,2,2208,63,8.4,7.5,37.7,84,48,died
yes,adult,cool,reduced,dark_cyanotic,more_3_sec,depressed,hypomotile,moderate,significant,more_1_liter,absent,distend_small,serosanguious,yes,2.6,5124,52,7.5,6.5,37.8,124,30,died
yes,adult,cool,reduced,pale_pink,more_3_sec,extreme_pain,absent,moderate,none,more_1_liter,decreased,distend_large,serosanguious,yes,6.6,31110,45,6.8,4.5,38,88,36,died
yes,adult,normal,normal,pale_pink,more_3_sec,severe_pain,absent,slight,slight,more_1_liter,absent,distend_large,serosanguious,yes,3.2,1400,48,7.4,5,37.8,75,36,died
yes,adult,cold,reduced,pale_cyanotic,less_3_sec,depressed,absent,slight,none,more_1_liter,decreased,distend_small,clear,yes,1.3,2207,45,7.5,7,38.3,52,24,lived
yes,adult,cool,absent,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,more_1_liter,absent,distend_small,serosanguious,yes,4.8,3205,59,6.5,6.5,39.1,86,24,died
yes,adult,cold,reduced,pale_pink,more_3_sec,severe_pain,absent,severe,slight,none,absent,distend_small,serosanguious,yes,3.2,12208,48,7.4,5,37.1,75,36,died
yes,adult,None,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,none,none,normal,None,clear,yes,3.2,2205,42,7.5,3,38.6,48,20,died
no,adult,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,less_1_liter,None,other,clear,no,2,0,36,61,1,38,50,20,lived
yes,adult,cool,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,slight,none,decreased,None,serosanguious,no,6,3111,52,7,7,38.8,60,20,lived
yes,adult,normal,reduced,pale_pink,less_3_sec,extreme_pain,hypomotile,moderate,slight,more_1_liter,normal,distend_small,clear,yes,5.3,31110,47,6.2,5.2,38.2,96,20,died
no,adult,cool,normal,normal_pink,more_3_sec,depressed,hypomotile,moderate,slight,none,normal,distend_small,serosanguious,yes,4.5,7400,57,8.1,7,40.3,114,36,died
yes,adult,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,decreased,distend_large,cloudy,yes,2.8,3111,35,7.5,3,37.6,48,30,lived
yes,adult,normal,normal,bright_red,less_3_sec,severe_pain,hypomotile,none,slight,none,normal,None,cloudy,yes,2.6,2206,44,7.5,7,38.1,52,24,died
no,adult,cool,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,None,None,other,clear,no,5,3111,49,8.5,7,38.5,60,12,lived
no,adult,cold,reduced,pale_pink,less_3_sec,depressed,absent,severe,slight,more_1_liter,absent,distend_large,serosanguious,yes,2,3025,68,70,2,39.3,80,30,lived
yes,adult,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,None,less_1_liter,absent,distend_large,cloudy,yes,2,3025,43,7.5,5.3,39,96,40,died
yes,adult,cool,reduced,pale_pink,less_3_sec,None,absent,slight,slight,more_1_liter,None,None,None,yes,2,2207,37,66,2,37.8,78,20,euthanized
yes,adult,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,absent,distend_small,cloudy,yes,3.6,2209,44,6,3,37.2,72,30,lived
yes,adult,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,decreased,distend_small,cloudy,yes,3.6,2208,43,6.1,3,38.1,60,24,lived
no,adult,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,None,distend_large,serosanguious,yes,4.5,1400,57,7.4,5,36.1,114,48,died
yes,adult,cool,reduced,None,more_3_sec,severe_pain,hypomotile,moderate,none,more_1_liter,decreased,distend_large,cloudy,yes,1,4205,45,8.5,1,37.6,75,60,died
yes,young,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,slight,none,more_1_liter,absent,distend_large,serosanguious,yes,4.3,3111,57,8,7.2,38.1,84,36,lived
yes,adult,None,None,None,None,None,None,None,None,more_1_liter,None,distend_large,None,no,2,2208,36,62,1,38.3,40,20,euthanized
no,adult,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,none,None,None,serosanguious,no,2.6,400,57,4.5,7,38.3,112,24,lived
no,adult,normal,normal,normal_pink,less_3_sec,alert,hypermotile,none,significant,more_1_liter,normal,None,clear,no,1,0,34,64,2,38.5,48,16,lived
no,adult,normal,normal,bright_pink,less_3_sec,depressed,normal,none,none,more_1_liter,normal,normal,cloudy,no,5,3111,43,7,5,38.3,48,24,lived
no,adult,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,moderate,slight,less_1_liter,decreased,distend_large,cloudy,yes,1.5,4205,35,6.7,6.5,39.5,84,20,euthanized
yes,adult,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,decreased,distend_large,serosanguious,no,2,1400,65,82,2,37.1,80,36,euthanized
no,adult,cool,reduced,normal_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,none,normal,distend_large,serosanguious,yes,4.5,3205,57,8.1,7,40.3,84,36,lived
yes,young,warm,reduced,bright_red,less_3_sec,severe_pain,hypomotile,moderate,significant,less_1_liter,absent,distend_small,serosanguious,yes,2.6,5400,35,5.5,4,37.5,66,40,died
no,adult,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,slight,none,none,increased,firm,serosanguious,yes,2.6,5400,54,6.4,4.5,36.7,108,36,died
no,adult,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,slight,none,decreased,distend_large,serosanguious,yes,3.2,3205,57,6.2,7,40.3,114,36,died
no,adult,cool,normal,pale_pink,less_3_sec,depressed,hypomotile,moderate,slight,none,normal,normal,serosanguious,yes,4.5,7111,57,8.1,7,40.3,114,44,euthanized
yes,adult,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,slight,None,more_1_liter,absent,distend_small,serosanguious,yes,2,2208,65,65,2,40.8,92,22,lived
yes,adult,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,moderate,slight,less_1_liter,None,None,cloudy,yes,2,3205,47,7.2,4.5,39.9,60,24,died
yes,young,cool,reduced,bright_pink,less_3_sec,mild_pain,hypermotile,moderate,slight,none,None,None,cloudy,yes,2.1,2124,33,6.1,3,38,136,48,lived
yes,adult,None,None,pale_pink,more_3_sec,severe_pain,absent,slight,slight,more_1_liter,absent,distend_small,serosanguious,yes,3.2,12208,48,7.5,5,37.4,75,36,died
yes,adult,cold,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,severe,none,more_1_liter,absent,distend_small,serosanguious,yes,2,2209,75,6.5,2,38,100,24,euthanized
no,adult,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,increased,firm,cloudy,no,2.1,0,40,7,5,37.8,52,12,lived
no,adult,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,None,more_1_liter,absent,distend_large,serosanguious,yes,3.4,1400,44,6,1,37.7,88,24,died
yes,adult,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,decreased,distend_small,cloudy,yes,3.9,2205,44,5.5,3.5,38,64,28,lived
yes,adult,cool,reduced,bright_red,more_3_sec,depressed,absent,slight,slight,none,absent,distend_small,cloudy,yes,4.3,2112,53,8.6,4.5,38.5,72,44,died
yes,adult,normal,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,None,more_1_liter,None,distend_small,serosanguious,yes,6,2207,69,8.9,5,37.3,96,18,died
yes,adult,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,absent,distend_large,serosanguious,yes,2,3205,41,65,2,38.2,96,20,lived
yes,adult,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,moderate,slight,none,None,None,cloudy,yes,2.6,2205,48,7.4,4.5,38.5,129,48,lived
yes,adult,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,None,distend_large,serosanguious,no,2,1400,57,69,2,38.2,100,51,euthanized
yes,adult,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,absent,None,cloudy,yes,3.3,6112,37,6,5,38.1,48,32,lived
no,adult,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,absent,distend_small,serosanguious,yes,4.7,2209,68,7.6,6.5,40.3,114,36,died
yes,adult,normal,reduced,pale_pink,less_3_sec,severe_pain,absent,none,slight,less_1_liter,increased,distend_large,clear,yes,3.7,5400,48,6.6,5.7,38.5,52,24,died
no,adult,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,none,slight,more_1_liter,absent,distend_small,serosanguious,no,2,4300,66,13,1,39.2,108,51,euthanized
yes,adult,cool,normal,bright_red,less_3_sec,depressed,hypomotile,slight,none,less_1_liter,absent,distend_small,cloudy,yes,4.7,1400,44,8.1,7,37.5,90,32,died
yes,adult,cool,reduced,dark_cyanotic,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,absent,distend_small,serosanguious,yes,3.4,3205,48,4.5,6.5,37.6,88,48,died
yes,adult,None,None,normal_pink,less_3_sec,severe_pain,normal,none,None,more_1_liter,decreased,normal,clear,yes,1,3111,34,75,1,38.7,120,10,lived
no,adult,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,normal,firm,clear,no,1.6,0,44,7.3,5,38.6,52,12,lived
no,adult,cool,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,moderate,None,more_1_liter,decreased,firm,serosanguious,yes,7.4,2207,52,8.2,6,37.2,108,12,euthanized
no,young,cool,normal,normal_pink,less_3_sec,depressed,hypermotile,slight,slight,more_1_liter,normal,None,clear,no,4.5,2112,45,7.2,6.8,37,88,36,lived
yes,adult,normal,normal,pale_pink,less_3_sec,mild_pain,absent,slight,slight,less_1_liter,normal,distend_small,cloudy,yes,3.7,2208,39,7.6,5.7,38.2,52,96,lived
yes,adult,cool,reduced,pale_pink,less_3_sec,depressed,absent,none,slight,less_1_liter,absent,distend_large,serosanguious,yes,2,3209,37,6.1,7,37.5,44,12,died
yes,adult,normal,reduced,dark_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,absent,distend_small,cloudy,yes,2.6,2208,64,7.6,7,39,88,28,died
yes,adult,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,absent,distend_small,clear,yes,3.7,2124,32,6.2,5.5,37.2,60,18,lived
yes,adult,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,absent,None,serosanguious,yes,2,31110,68,64,2,38.3,52,16,lived
yes,adult,normal,normal,bright_red,less_3_sec,mild_pain,absent,none,none,more_1_liter,normal,None,cloudy,no,1,5206,52,6.6,2,38,48,16,euthanized
yes,adult,normal,reduced,bright_pink,less_3_sec,extreme_pain,absent,severe,significant,more_1_liter,absent,distend_large,serosanguious,yes,2,3205,52,75,2,37.1,76,20,euthanized
no,adult,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,less_1_liter,decreased,other,serosanguious,no,3,400,47,7,3,37.6,40,12,lived
no,adult,normal,normal,normal_pink,less_3_sec,depressed,normal,slight,slight,more_1_liter,normal,firm,clear,no,5,0,32,6.2,5,37.8,52,24,lived
no,adult,normal,normal,bright_red,less_3_sec,depressed,hypomotile,None,slight,more_1_liter,decreased,other,cloudy,no,2.5,5000,48,8.5,7.5,36.8,52,44,lived
yes,adult,cool,reduced,bright_red,less_3_sec,alert,hypomotile,none,slight,none,normal,distend_small,cloudy,yes,3.9,3111,32,6,3,38.1,70,32,lived
yes,adult,cool,reduced,bright_red,more_3_sec,mild_pain,hypomotile,moderate,none,more_1_liter,absent,distend_small,serosanguious,yes,3.6,2206,54,6.2,7.5,39.1,100,36,lived
yes,adult,warm,normal,pale_pink,less_3_sec,mild_pain,hypermotile,moderate,none,less_1_liter,increased,normal,clear,yes,3.3,7209,47,6.1,7,38.1,60,12,died
yes,young,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,slight,less_1_liter,absent,distend_small,serosanguious,yes,3.3,2207,75,4.5,4.5,38,112,24,died
yes,young,cool,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,slight,none,absent,distend_large,serosanguious,yes,4.3,5400,47,6.1,4,37.1,84,36,died
yes,adult,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,none,slight,none,decreased,distend_small,cloudy,yes,3.6,2209,40,6,3,38,60,16,lived
no,adult,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,moderate,slight,none,absent,distend_small,serosanguious,yes,4.8,2208,50,7.6,5.7,38.6,108,18,died
yes,adult,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,None,distend_small,serosanguious,yes,2,2209,43,75,2,38,88,20,euthanized
no,adult,normal,reduced,pale_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,less_1_liter,normal,distend_large,cloudy,no,7,0,48,8.1,7,39.3,66,16,lived
yes,adult,cold,normal,bright_pink,less_3_sec,depressed,absent,none,none,none,decreased,distend_large,serosanguious,yes,2,4205,54,57,2,37.5,112,12,euthanized
yes,adult,cold,reduced,pale_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,none,more_1_liter,absent,distend_large,serosanguious,yes,3.4,5400,65,7,2,36.5,72,24,died
yes,young,cold,normal,dark_cyanotic,less_3_sec,depressed,absent,severe,none,less_1_liter,decreased,None,serosanguious,yes,5.3,2208,48,7.2,5,39.1,164,84,died
yes,adult,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,absent,distend_large,serosanguious,yes,2.8,3209,45,6.5,4.4,38.5,86,12,died
yes,young,cold,normal,dark_cyanotic,more_3_sec,depressed,absent,severe,none,more_1_liter,absent,None,None,yes,5.2,1400,48,7.5,5.2,38.3,164,84,died
yes,adult,cool,reduced,pale_pink,less_3_sec,mild_pain,hypermotile,moderate,slight,less_1_liter,absent,distend_large,serosanguious,yes,2,3111,47,7,5.3,38.2,66,24,lived
no,adult,cold,reduced,dark_cyanotic,more_3_sec,depressed,absent,severe,slight,none,absent,distend_large,serosanguious,no,5.3,3205,57,8.1,4.5,40.3,114,36,died
yes,adult,cool,reduced,pale_pink,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,None,distend_small,serosanguious,yes,3.4,2112,66,8.6,2,36.6,96,12,lived
no,young,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,increased,distend_small,serosanguious,no,1.6,0,47,4.5,4,38.1,84,40,died
yes,adult,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,none,none,normal,None,cloudy,yes,3.6,2209,43,7,3,38.9,64,21,lived
yes,adult,cool,reduced,bright_red,more_3_sec,mild_pain,hypomotile,severe,significant,less_1_liter,absent,distend_large,cloudy,yes,1,5400,50,7.5,2,39.1,100,51,euthanized
no,adult,cool,reduced,None,less_3_sec,extreme_pain,hypomotile,slight,None,more_1_liter,absent,None,serosanguious,no,4.5,1400,39,6.7,4.5,37.3,64,30,died
no,adult,normal,normal,normal_pink,less_3_sec,alert,hypomotile,none,slight,less_1_liter,normal,normal,cloudy,no,7,0,49,5.9,7,38.9,60,16,lived
no,adult,normal,normal,pale_pink,more_3_sec,depressed,absent,moderate,none,more_1_liter,normal,distend_large,cloudy,yes,1,3205,55,6,5.5,37.8,88,16,euthanized
no,adult,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,moderate,none,more_1_liter,decreased,distend_small,serosanguious,yes,2,2208,52,8.2,6,37.2,108,12,euthanized
yes,adult,cold,reduced,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,significant,more_1_liter,absent,distend_small,serosanguious,yes,4.1,2208,52,6.6,7,38.4,80,32,died
yes,adult,cool,reduced,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,absent,distend_small,serosanguious,yes,4.1,2206,50,7.5,5.5,38.5,88,30,died
